# # Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer,Jockey,騎師,Win_x,Jockey2,Trainer,練馬師,Win_y,Trainer2
7,勇晉神駒 ,T233,IRE,Toy Show,SOCCER BRAVE,10/03/2012,Cleveland Street,PP,Windsor Knot,5ccbfdbacce52f167aeb759a,121,Class 4,T233,2016-06-26 00:00:00,1028,1200M,2,1:10.24,GOOD TO FIRM,SOCCER BRAVE,8.0,M L Yeung,6,800000,221,10,ST,LEVADE HANDICAP,3,TURF - A Course,8 8 10,D E Ferraris,Yeung M.L.,楊明綸,6.0,M L Yeung,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,聚歡笑 ,T282,AUS,Trois Couleurs,MUTUAL JOY,02/09/2012,----,PPG,Snitzel,5ccbfdbacce52f167aeb759d,115,Class 4,T282,2016-06-26 00:00:00,1029,1200M,14,1:11.02,GOOD TO FIRM,MUTUAL JOY,12.0,T H So,11,800000,59,13,ST,LEVADE HANDICAP,3,TURF - A Course,13 13 13,L Ho,So T.H.,蘇狄雄,4.0,T H So,Ho L.,何良,8.0,L Ho
9,威勢之寶 ,P425,IRE,Irish Style,IMPERIAL CONCORDE,28/01/2010,Imperial Concorde,PP,High Chaparral,5ccbfdbacce52f167aeb759f,112,Class 4,P425,2016-06-26 00:00:00,1144,1650M,12,1:39.79,GOOD,IMPERIAL CONCORDE,14.0,T H So,-,800000,16,1,ST,OI SUEN HANDICAP,4,ALL WEATHER TRACK,13 13 9 1,S Woods,So T.H.,蘇狄雄,4.0,T H So,Woods S.,胡森,5.0,S Woods
7,佳運來 ,T380,AUS,Russian Belle,GREAT TREASURE,13/11/2011,Haparanda,PP,Husson,5ccbfdbacce52f167aeb75a6,126,Class 4,T380,2016-06-26 00:00:00,987,1650M,2,1:41.05,GOOD,GREAT TREASURE,6.0,N Rawiller,8,800000,31,8,ST,OI SUEN HANDICAP,4,ALL WEATHER TRACK,5 5 3 8,T K Ng,Rawiller N.,羅理雅,8.0,N Rawiller,Ng T.K.,吳定強,4.0,T K Ng
7,可愛寶 ,T029,AUS,Minnie Deal,HO HO FEEL,13/09/2011,----,PPG,Henrythenavigator,5ccbfdbacce52f167aeb75ae,133,Class 4,T029,2016-06-26 00:00:00,1155,2000M,2,2:03.41,GOOD TO FIRM,HO HO FEEL,1.0,J Moreira,N,800000,2.7,2,ST,FORTUNE ROOM HANDICAP,5,TURF - A Course,8 8 7 6 2,C H Yip,Moreira J.,莫雷拉,25.0,J Moreira,Yip C.H.,葉楚航,7.0,C H Yip
8,好腳頭 ,S131,NZ,Mrs Squillionaire,GOOD FIT,03/11/2010,----,PPG,Encosta de Lago,5ccbfdbacce52f167aeb75b2,119,Class 4,S131,2016-06-26 00:00:00,1107,2000M,11,2:03.78,GOOD TO FIRM,GOOD FIT,11.0,O Doleuze,2-1/2,800000,8.2,6,ST,FORTUNE ROOM HANDICAP,5,TURF - A Course,12 12 12 10 6,C W Chang,Doleuze O.,杜利萊,6.0,O Doleuze,Chang C.W.,鄭俊偉,5.0,C W Chang
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5ccbfdbacce52f167aeb75bb,125,Class 4,T281,2016-06-26 00:00:00,---,2000M,---,---,GOOD TO FIRM,WILLIE WAY,nan,K Teetan,---,800000,---,WV,ST,FORTUNE ROOM HANDICAP,5,TURF - A Course,---,P O'Sullivan,Teetan K.,田泰安,8.0,K Teetan,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
6,世界紀錄 ,V040,NZ,Run Brony Run,WORLD RECORD,10/11/2012,----,PPG,Savabeel,5ccbfdbacce52f167aeb75bd,119,Class 4,V040,2016-06-26 00:00:00,1025,1400M,14,1:22.24,GOOD TO FIRM,WORLD RECORD,1.0,J Moreira,N,800000,16,2,ST,CENTURION RESTAURANT HANDICAP,6,TURF - A Course,13 13 11 2,A T Millard,Moreira J.,莫雷拉,25.0,J Moreira,Millard A.T.,苗禮德,8.0,A T Millard
6,好叻仔 ,V102,AUS,Free Spirited,SUPERIOR BOY,11/11/2012,----,PPG,Magic Albert,5ccbfdbacce52f167aeb75bf,129,Class 4,V102,2016-06-26 00:00:00,1152,1400M,2,1:22.35,GOOD TO FIRM,SUPERIOR BOY,3.0,O Doleuze,1,800000,2.9,4,ST,CENTURION RESTAURANT HANDICAP,6,TURF - A Course,3 4 3 4,C W Chang,Doleuze O.,杜利萊,6.0,O Doleuze,Chang C.W.,鄭俊偉,5.0,C W Chang
6,蒜頭爺爺 ,V039,NZ,Eden,GARLIC YEAH,11/11/2012,----,PPG,Savabeel,5ccbfdbacce52f167aeb75c6,116,Class 4,V039,2016-06-26 00:00:00,974,1400M,5,1:23.20,GOOD TO FIRM,GARLIC YEAH,11.0,K C Ng,6-1/4,800000,250,11,ST,CENTURION RESTAURANT HANDICAP,6,TURF - A Course,5 5 6 11,C H Yip,Ng K.C.,吳嘉晉,2.0,K C Ng,Yip C.H.,葉楚航,7.0,C H Yip
6,翡翠福星 ,V020,NZ,Shades Of Silk,JADE FORTUNE,15/08/2012,Showboy,PP,Showcasing,5ccbfdbacce52f167aeb75d6,126,Class 3,V020,2016-06-26 00:00:00,1096,1200M,2,1:10.35,GOOD TO FIRM,JADE FORTUNE,8.0,H W Lai,6-3/4,1165000,176,11,ST,DERBY RESTAURANT & BAR HANDICAP,7,TURF - A Course,6 7 11,K L Man,Lai H.W.,黎海榮,4.0,H W Lai,Man K.L.,文家良,8.0,K L Man
8,藍天堡馬 ,T186,GB,Jarhes,FIGHT HERO,07/02/2011,Imperiator,PP,Footstepsinthesand,5ccbfdbacce52f167aeb75d8,131,Class 3,T186,2016-06-26 00:00:00,1144,1200M,13,1:10.65,GOOD TO FIRM,FIGHT HERO,3.0,Y T Cheng,8-3/4,1165000,129,13,ST,DERBY RESTAURANT & BAR HANDICAP,7,TURF - A Course,11 13 13,Y S Tsui,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,添好運 ,T306,AUS,Lucky Beauty,TEAM FORTUNE,20/09/2011,Clay,PPG,I Am Invincible,5ccbfdbacce52f167aeb75dc,115,Class 3,T306,2016-06-26 00:00:00,1139,1200M,13,1:08.84,GOOD TO FIRM,TEAM FORTUNE,14.0,C Schofield,2,1165000,15,3,ST,THE MEMBERS CUP (HANDICAP),8,TURF - A Course,9 9 3,W Y So,Schofield C.,史卓豐,7.0,C Schofield,So W.Y.,蘇偉賢,7.0,W Y So
6,按得澄 ,V266,NZ,Teardrop Island,SUN TOUCH,19/08/2012,Invention World,PP,Rip Van Winkle,5ccbfdbacce52f167aeb75e1,110,Class 3,V266,2016-06-26 00:00:00,1164,1200M,8,1:09.38,GOOD TO FIRM,SUN TOUCH,12.0,K K Chiong,5-1/2,1165000,12,8,ST,THE MEMBERS CUP (HANDICAP),8,TURF - A Course,12 11 8,C S Shum,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Shum C.S.,沈集成,12.0,C S Shum
6,盛勢 ,V243,GB,Break Of Dawn,THE FULL BLOOM,18/02/2013,Grey Morning,PP,Zebedee,5ccbfdbacce52f167aeb75e3,108,Class 3,V243,2016-06-26 00:00:00,1038,1200M,4,1:09.72,GOOD TO FIRM,THE FULL BLOOM,13.0,K C Ng,7-3/4,1165000,54,10,ST,THE MEMBERS CUP (HANDICAP),8,TURF - A Course,6 6 10,C H Yip,Ng K.C.,吳嘉晉,2.0,K C Ng,Yip C.H.,葉楚航,7.0,C H Yip
8,金剛仔 ,S146,GB,Takarna,RAZOR QUEST,14/02/2011,Razor Quest,PP,Virtual,5ccbfdbacce52f167aeb75f0,128,Class 3,S146,2016-06-26 00:00:00,1036,1600M,2,1:34.69,GOOD TO FIRM,RAZOR QUEST,2.0,O Doleuze,6-1/2,1165000,8.5,8,ST,MOON KOON HANDICAP,9,TURF - A Course,8 10 9 8,C W Chang,Doleuze O.,杜利萊,6.0,O Doleuze,Chang C.W.,鄭俊偉,5.0,C W Chang
8,奇真 ,T093,FR,King Luna,KIRAM,12/04/2011,Kiram,PP,Elusive City,5ccbfdbacce52f167aeb75f3,115,Class 3,T093,2016-06-26 00:00:00,1117,1600M,8,1:34.86,GOOD TO FIRM,KIRAM,8.0,K K Chiong,7-3/4,1165000,20,11,ST,MOON KOON HANDICAP,9,TURF - A Course,2 1 2 11,D E Ferraris,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,英明神駒 ,V046,FR,Ashalanda,RICKFIELD,08/04/2012,Ashlan,PP,Dansili,5ccbfdbacce52f167aeb75f4,133,Class 3,V046,2016-06-26 00:00:00,1049,1600M,14,1:35.67,GOOD TO FIRM,RICKFIELD,1.0,O Bosson,12-3/4,1165000,182,12,ST,MOON KOON HANDICAP,9,TURF - A Course,11 9 10 12,A T Millard,Bosson O.,寶遜,4.0,O Bosson,Millard A.T.,苗禮德,8.0,A T Millard
7,壯思飛 ,V110,IRE,Bargouzine,JOYFUL TRINITY,04/03/2012,Baghadur,PP,Zanzibari,5ccbfdbacce52f167aeb75f7,129,Class 2,V110,2016-06-26 00:00:00,1145,1600M,5,1:33.91,GOOD TO FIRM,JOYFUL TRINITY,2.0,J Moreira,-,1650000,2.2,1,ST,THE RACING CLUB HANDICAP,10,TURF - A Course,10 11 8 1,J Moore,Moreira J.,莫雷拉,25.0,J Moreira,Moore J.,約翰摩亞,10.0,J Moore
7,神威敖翔 ,V150,AUS,Thunder Belle,MIGHTY MAVERICK,18/09/2011,Mighty Maverick,PP,Snitzel,5ccbfdbacce52f167aeb75fa,116,Class 2,V150,2016-06-26 00:00:00,1134,1600M,1,1:34.05,GOOD TO FIRM,MIGHTY MAVERICK,13.0,K Teetan,3/4,1650000,12,4,ST,THE RACING CLUB HANDICAP,10,TURF - A Course,5 6 6 4,D Cruz,Teetan K.,田泰安,8.0,K Teetan,Cruz D.,告達理,5.0,D Cruz
7,勁精神 ,V181,FR,Celestina Agostino,KING GENKI,20/02/2012,Toruk,PP,Arcano,5ccbfdbacce52f167aeb75fc,123,Class 2,V181,2016-06-26 00:00:00,1223,1600M,9,1:34.12,GOOD TO FIRM,KING GENKI,5.0,D Whyte,1-1/4,1650000,36,6,ST,THE RACING CLUB HANDICAP,10,TURF - A Course,4 5 5 6,A S Cruz,Whyte D.,韋達,7.0,D Whyte,Cruz A.S.,告東尼,9.0,A S Cruz
6,勁飛聖 ,T361,NZ,Dandify,FLYING MONKEY,07/09/2012,----,PPG,Pins,5ccbfdbacce52f167aeb7606,124,Class 4,T361,2016-06-22 00:00:00,1064,1200M,1,1:10.27,GOOD TO FIRM,FLYING MONKEY,10.0,Y T Cheng,1-1/2,800000,2.5,2,HV,TAI MONG TSAI HANDICAP,1,TURF - C Course,1 1 2,W Y So,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,So W.Y.,蘇偉賢,7.0,W Y So
7,喜菜 ,T284,ITY,Sommerflora,DR RACE,04/05/2012,Dr King,PP,Dr Fong,5ccbfdbacce52f167aeb7609,129,Class 4,T284,2016-06-22 00:00:00,1045,1200M,6,1:10.67,GOOD TO FIRM,DR RACE,11.0,K Teetan,4,800000,7.3,5,HV,TAI MONG TSAI HANDICAP,1,TURF - C Course,8 8 5,D E Ferraris,Teetan K.,田泰安,8.0,K Teetan,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,大地和平 ,S254,GB,Lilli Marlane,PEACE ON EARTH,17/02/2011,Treadstone,PP,Myboycharlie,5ccbfdbacce52f167aeb760d,114,Class 4,S254,2016-06-22 00:00:00,1092,1200M,9,1:11.22,GOOD TO FIRM,PEACE ON EARTH,12.0,T H So,7-1/2,800000,81,9,HV,TAI MONG TSAI HANDICAP,1,TURF - C Course,11 11 9,L Ho,So T.H.,蘇狄雄,4.0,T H So,Ho L.,何良,8.0,L Ho
7,旅英公爵 ,T345,AUS,Suzy Smart,LONDON MASTER,12/09/2011,----,ISG,Commands,5ccbfdbacce52f167aeb7614,128,Class 4,T345,2016-06-22 00:00:00,1069,1000M,2,0:57.44,GOOD TO FIRM,LONDON MASTER,5.0,C Schofield,1-1/4,800000,9.4,3,HV,SHUI LONG WO HANDICAP,2,TURF - C Course,5 5 3,K L Man,Schofield C.,史卓豐,7.0,C Schofield,Man K.L.,文家良,8.0,K L Man
8,大收成 ,T073,AUS,Dance Move,MASSIVE MOVE,28/08/2010,Rhythmic Cat,PPG,Tale Of The Cat,5ccbfdbacce52f167aeb7615,116,Class 4,T073,2016-06-22 00:00:00,1095,1000M,12,0:57.59,GOOD TO FIRM,MASSIVE MOVE,12.0,K C Leung,2-1/4,800000,42,4,HV,SHUI LONG WO HANDICAP,2,TURF - C Course,2 2 4,L Ho,Leung K.C.,梁家俊,6.0,K C Leung,Ho L.,何良,8.0,L Ho
6,育馬妙星 ,V197,AUS,Like The Wind,BREEDERS' STAR,29/09/2012,Mistral Thief,PP,Jet Spur,5ccbfdbacce52f167aeb7618,126,Class 4,V197,2016-06-22 00:00:00,1123,1000M,4,0:57.98,GOOD TO FIRM,BREEDERS' STAR,1.0,K K Chiong,4-3/4,800000,3.9,7,HV,SHUI LONG WO HANDICAP,2,TURF - C Course,12 11 7,D E Ferraris,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,提款機 ,V093,NZ,Coimbra,LAMAROSA,14/09/2012,Lamarosa,PP,Postponed,5ccbfdbacce52f167aeb761f,124,Class 3,V093,2016-06-22 00:00:00,1167,1000M,6,0:57.33,GOOD TO FIRM,LAMAROSA,5.0,Z Purton,1,1165000,5.2,2,HV,HOI HA HANDICAP,3,TURF - C Course,5 6 2,P O'Sullivan,Purton Z.,潘頓,15.0,Z Purton,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,飛星凱旋 ,T352,AUS,Fidele,ROUNDABOUT,09/11/2011,Roundabout,PP,I Am Invincible,5ccbfdbacce52f167aeb7621,118,Class 3,T352,2016-06-22 00:00:00,1098,1000M,7,0:57.55,GOOD TO FIRM,ROUNDABOUT,9.0,D Whyte,2-1/2,1165000,10,4,HV,HOI HA HANDICAP,3,TURF - C Course,8 7 4,W Y So,Whyte D.,韋達,7.0,D Whyte,So W.Y.,蘇偉賢,7.0,W Y So
6,全勝姿態 ,V011,AUS,Evening Pleasures,FORMULA GALORE,29/10/2012,Wan Chai Warrior,PPG,Not A Single Doubt,5ccbfdbacce52f167aeb7629,131,Class 5,V011,2016-06-22 00:00:00,1065,1200M,4,1:11.08,GOOD TO FIRM,FORMULA GALORE,1.0,C Y Ho,2-3/4,600000,6.7,3,HV,WONG CHUK WAN HANDICAP,4,TURF - C Course,6 8 3,C Fownes,Ho C.Y.,何澤堯,4.0,C Y Ho,Fownes C.,方嘉柏,8.0,C Fownes
7,事勝意 ,T391,NZ,Lacada,GIANT TURTLE,22/10/2011,Giant Turtle,PP,Zabeel,5ccbfdbacce52f167aeb7636,124,Class 4,T391,2016-06-22 00:00:00,1036,1650M,1,1:40.98,GOOD TO FIRM,GIANT TURTLE,5.0,D Whyte,1-3/4,800000,7.1,4,HV,TSAM CHUK WAN HANDICAP,5,TURF - C Course,1 2 3 4,A Schutz,Whyte D.,韋達,7.0,D Whyte,Schutz A.,孫達志,4.0,A Schutz
8,天賦致寶 ,S417,AUS,Eugenie Gold,CASH COURIER,30/09/2010,Cash Courier,PP,Strada,5ccbfdbacce52f167aeb763a,116,Class 4,S417,2016-06-22 00:00:00,1195,1650M,2,1:41.89,GOOD TO FIRM,CASH COURIER,7.0,T H So,7-1/2,800000,22,8,HV,TSAM CHUK WAN HANDICAP,5,TURF - C Course,8 8 8 8,K L Man,So T.H.,蘇狄雄,4.0,T H So,Man K.L.,文家良,8.0,K L Man
7,將才 ,V125,IRE,Cromac,GENERAL SHERMAN,16/04/2012,General Sherman,PP,Teofilo,5ccbfdbacce52f167aeb7643,133,Class 3,V125,2016-06-22 00:00:00,1063,2200M,12,2:17.20,GOOD TO FIRM,GENERAL SHERMAN,1.0,N Callan,6-1/2,1165000,9.2,4,HV,SHAM CHUNG HANDICAP,6,TURF - C Course,12 12 11 10 10 4,A S Cruz,Callan N.,郭能,8.0,N Callan,Cruz A.S.,告東尼,9.0,A S Cruz
7,君臨大地 ,V192,FR,Wings Of Glory,AMAZING AGILITY,20/04/2012,Ajalo,PP,King's Best,5ccbfdbacce52f167aeb7647,129,Class 3,V192,2016-06-22 00:00:00,995,2200M,10,2:17.52,GOOD TO FIRM,AMAZING AGILITY,3.0,T H So,8-1/2,1165000,63,8,HV,SHAM CHUNG HANDICAP,6,TURF - C Course,11 11 12 12 12 8,D E Ferraris,So T.H.,蘇狄雄,4.0,T H So,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,老友威威 ,T349,AUS,Tintoretto,LUCKY GUY,01/10/2011,Next Day,PP,Domesday,5ccbfdbacce52f167aeb7654,115,Class 3,T349,2016-06-22 00:00:00,1175,1200M,10,1:11.03,GOOD TO FIRM,LUCKY GUY,7.0,K K Chiong,7-1/2,1165000,7.4,9,HV,LAI CHI CHONG HANDICAP,7,TURF - C Course,9 11 9,C H Yip,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Yip C.H.,葉楚航,7.0,C H Yip
7,威先生 ,T334,AUS,Prompt,MR RIGHT,29/08/2011,----,ISG,Statue Of Liberty,5ccbfdbacce52f167aeb7656,125,Class 3,T334,2016-06-22 00:00:00,1187,1200M,7,1:12.29,GOOD TO FIRM,MR RIGHT,6.0,T H So,15-1/4,1165000,16,11,HV,LAI CHI CHONG HANDICAP,7,TURF - C Course,2 2 11,L Ho,So T.H.,蘇狄雄,4.0,T H So,Ho L.,何良,8.0,L Ho
7,合作愉快 ,T392,NZ,Dolly Disaster,HAPPY COOPERATION,08/11/2011,----,PPG,Elusive City,5ccbfdbacce52f167aeb7657,120,Class 3,T392,2016-06-22 00:00:00,---,1200M,---,---,GOOD TO FIRM,HAPPY COOPERATION,9.0,K Teetan,---,1165000,---,WV,HV,LAI CHI CHONG HANDICAP,7,TURF - C Course,---,T P Yung,Teetan K.,田泰安,8.0,K Teetan,Yung T.P.,容天鵬,7.0,T P Yung
7,小島怡情 ,T390,NZ,Keep Alight,LITTLE ISLAND,04/10/2011,Midnitemagicman,PP,Tavistock,5ccbfdbacce52f167aeb765c,126,Class 3,T390,2016-06-22 00:00:00,1003,1650M,6,1:42.02,GOOD TO FIRM,LITTLE ISLAND,5.0,C Schofield,2-1/4,1165000,24,3,HV,PAK SHA O HANDICAP,8,TURF - C Course,4 4 3 3,K L Man,Schofield C.,史卓豐,7.0,C Schofield,Man K.L.,文家良,8.0,K L Man
8,勁嘉輝 ,T236,AUS,Myrrh,ENORMOUS HONOUR,22/10/2010,Enormous Honour,PP,Encosta de Lago,5ccbfdbacce52f167aeb7663,126,Class 3,T236,2016-06-22 00:00:00,1138,1650M,2,1:42.69,GOOD TO FIRM,ENORMOUS HONOUR,1.0,K K Chiong,6-1/2,1165000,5.3,11,HV,PAK SHA O HANDICAP,8,TURF - C Course,8 8 8 11,Y S Tsui,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Tsui Y.S.,徐雨石,8.0,Y S Tsui
6,翩翩 ,V344,NZ,Pins 'N' Needles,D B PIN,19/10/2012,----,PPG,Darci Brahma,5ccbfdbacce52f167aeb7666,127,Class 4,V344,2016-06-19 00:00:00,1116,1000M,14,0:55.86,GOOD TO FIRM,D B PIN,5.0,Z Purton,3/4,800000,7,2,ST,RUBY HANDICAP,1,TURF - C+3 Course,3 3 2,J Size,Purton Z.,潘頓,15.0,Z Purton,Size J.,蔡約翰,15.0,J Size
7,大龍騰 ,T381,AUS,Sweet Maggie,MASSIVE MILLENNIUM,30/08/2011,Vinnie Eagle,PP,I Am Invincible,5ccbfdbacce52f167aeb766b,130,Class 4,T381,2016-06-19 00:00:00,1168,1000M,4,0:56.66,GOOD TO FIRM,MASSIVE MILLENNIUM,2.0,N Callan,6,800000,19,7,ST,RUBY HANDICAP,1,TURF - C+3 Course,11 8 7,D E Ferraris,Callan N.,郭能,8.0,N Callan,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,奔馳寶馬 ,V038,NZ,Chockaholic,DASHING DART,26/10/2011,----,PPG,Pins,5ccbfdbacce52f167aeb7672,127,Class 4,V038,2016-06-19 00:00:00,1196,1000M,2,0:57.12,GOOD TO FIRM,DASHING DART,6.0,C Schofield,8-3/4,800000,112,14,ST,RUBY HANDICAP,1,TURF - C+3 Course,13 10 14,P O'Sullivan,Schofield C.,史卓豐,7.0,C Schofield,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,駕迅 ,T063,AUS,Rondalla,AMBITIOUS SPEEDY,14/09/2011,Dallas Cowboy,PPG,Bon Hoffa,5ccbfdbacce52f167aeb7676,118,Class 4,T063,2016-06-19 00:00:00,1182,1200M,5,1:09.66,GOOD,AMBITIOUS SPEEDY,11.0,H W Lai,3-1/4,800000,15,4,ST,SAPPHIRE HANDICAP,2,ALL WEATHER TRACK,6 8 4,A Lee,Lai H.W.,黎海榮,4.0,H W Lai,Lee A.,李易達,6.0,A Lee
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5ccbfdbacce52f167aeb767b,130,Class 4,N360,2016-06-19 00:00:00,1221,1200M,3,1:10.06,GOOD,HEARTS KEEPER,2.0,Z Purton,5-3/4,800000,11,9,ST,SAPPHIRE HANDICAP,2,ALL WEATHER TRACK,8 7 9,D E Ferraris,Purton Z.,潘頓,15.0,Z Purton,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,醒目名駒 ,S393,AUS,Dearness,ROMANTIC TOUCH,20/10/2010,Romantic Touch,PP,Northern Meteor,5ccbfdbacce52f167aeb7683,122,Hong Kong Group Three,S393,2016-06-19 00:00:00,1148,1800M,5,1:46.35,GOOD TO FIRM,ROMANTIC TOUCH,4.0,M Chadwick,3-1/4,3000000,11,5,ST,THE PREMIER PLATE (HANDICAP),3,TURF - C+3 Course,1 1 1 1 5,A S Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz A.S.,告東尼,9.0,A S Cruz
7,小奇妙 ,T298,AUS,Derrycarna,LITTLE FANTASY,13/09/2011,Midnight Allure,PP,Excites,5ccbfdbacce52f167aeb7686,129,Class 4,T298,2016-06-19 00:00:00,1199,1600M,4,1:34.31,GOOD TO FIRM,LITTLE FANTASY,3.0,N Rawiller,-,800000,12,1,ST,TOPAZ HANDICAP,4,TURF - C+3 Course,5 6 6 1,K L Man,Rawiller N.,羅理雅,8.0,N Rawiller,Man K.L.,文家良,8.0,K L Man
6,塑料喜 ,T326,NZ,Savamour,POLYMER LUCK,25/08/2012,----,ISG,Pins,5ccbfdbacce52f167aeb768f,117,Class 4,T326,2016-06-19 00:00:00,1038,1600M,8,1:35.03,GOOD TO FIRM,POLYMER LUCK,13.0,H W Lai,4-1/2,800000,27,10,ST,TOPAZ HANDICAP,4,TURF - C+3 Course,11 10 10 10,P F Yiu,Lai H.W.,黎海榮,4.0,H W Lai,Yiu P.F.,姚本輝,7.0,P F Yiu
6,日東昇 ,V302,AUS,Dellwood Diva,SUNNY ORIENT,28/11/2012,Net Wealth,PP,Written Tycoon,5ccbfdbacce52f167aeb7695,120,Class 3,V302,2016-06-19 00:00:00,1119,1200M,10,1:09.87,GOOD TO FIRM,SUNNY ORIENT,7.0,C Schofield,3/4,1165000,31,2,ST,AMETHYST HANDICAP,5,TURF - C+3 Course,2 2 2,T P Yung,Schofield C.,史卓豐,7.0,C Schofield,Yung T.P.,容天鵬,7.0,T P Yung
6,旅遊智者 ,V121,GB,Frabjous,TRAVEL SUCCESSOR,15/02/2013,Argentero,PP,Zoffany,5ccbfdbacce52f167aeb7696,119,Class 3,V121,2016-06-19 00:00:00,1100,1200M,3,1:09.90,GOOD TO FIRM,TRAVEL SUCCESSOR,8.0,Y T Cheng,1,1165000,151,3,ST,AMETHYST HANDICAP,5,TURF - C+3 Course,5 4 3,W Y So,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,So W.Y.,蘇偉賢,7.0,W Y So
6,綠勇士 ,V126,AUS,Cristallo,GREEN CARD,30/08/2012,Green Card,PP,All American,5ccbfdbacce52f167aeb7698,128,Class 3,V126,2016-06-19 00:00:00,1134,1200M,7,1:10.10,GOOD TO FIRM,GREEN CARD,4.0,Z Purton,2-1/4,1165000,3,5,ST,AMETHYST HANDICAP,5,TURF - C+3 Course,8 5 5,J Moore,Purton Z.,潘頓,15.0,Z Purton,Moore J.,約翰摩亞,10.0,J Moore
7,老友記 ,T313,AUS,La Falette,BORNTOACHIEVE,04/10/2011,Borntoachieve,PP,Bernardini,5ccbfdbacce52f167aeb76a1,123,Class 3,T313,2016-06-19 00:00:00,1093,1200M,12,1:08.30,GOOD,BORNTOACHIEVE,2.0,K K Chiong,3/4,1165000,9.2,2,ST,JASPER HANDICAP,6,ALL WEATHER TRACK,3 2 2,Y S Tsui,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,英明勇將 ,T348,AUS,Caralowe,WINSTON'S LAD,05/10/2011,Winston's Lad,PP,Churchill Downs,5ccbfdbacce52f167aeb76ad,132,Class 3,T348,2016-06-19 00:00:00,1073,1400M,7,1:20.84,GOOD TO FIRM,WINSTON'S LAD,2.0,B Prebble,NOSE,1165000,7.5,2,ST,LAPIS LAZULI HANDICAP,7,TURF - C+3 Course,6 7 7 2,K W Lui,Prebble B.,柏寶,10.0,B Prebble,Lui K.W.,呂健威,11.0,K W Lui
7,歡樂一生 ,T134,AUS,Cheer Girl,JOYFUL MOMENTS,15/10/2011,Sequential Leader,PPG,Sequalo,5ccbfdbacce52f167aeb76b1,125,Class 3,T134,2016-06-19 00:00:00,1105,1400M,5,1:21.06,GOOD TO FIRM,JOYFUL MOMENTS,1.0,K K Chiong,1-1/2,1165000,5.2,6,ST,LAPIS LAZULI HANDICAP,7,TURF - C+3 Course,3 1 1 6,R Gibson,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Gibson R.,高伯新,5.0,R Gibson
9,大笑大少 ,P297,AUS,Zazie,LAUGH OUT LOUD,24/10/2009,Queneau,PP,Casino Prince,5ccbfdbacce52f167aeb76b6,113,Class 3,P297,2016-06-19 00:00:00,1133,1400M,13,1:21.78,GOOD TO FIRM,LAUGH OUT LOUD,14.0,T H So,6,1165000,34,11,ST,LAPIS LAZULI HANDICAP,7,TURF - C+3 Course,14 14 14 11,K L Man,So T.H.,蘇狄雄,4.0,T H So,Man K.L.,文家良,8.0,K L Man
6,一片光明 ,T268,AUS,Karedane,NEW ASIA SUNRISE,30/10/2012,----,PPG,Written Tycoon,5ccbfdbacce52f167aeb76cc,114,Class 2,T268,2016-06-19 00:00:00,992,1200M,5,1:09.70,GOOD TO FIRM,NEW ASIA SUNRISE,5.0,K K Chiong,5,1650000,3.6,8,ST,AMBER HANDICAP,9,TURF - C+3 Course,4 6 8,Y S Tsui,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Tsui Y.S.,徐雨石,8.0,Y S Tsui
