Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date
太陽勝將 ,C365,SOLAR VICTORY,----,Toorak Toff,My Secret Luv,PPG,AUS,3,25/08/2015
太陽威威 ,C111,SOLAR WAI WAI,----,Snitzel,Cape Princess,PPG,AUS,3,03/11/2015
朝五晚九 ,B330,SOLOMON'S BAY,Solomon's Bay,Exceed And Excel,Gentle On My Mind,PP,IRE,5,06/03/2014
環翠戰士 ,A187,SONIC FIGHTER,----,Castledale,Indy Star,PPG,NZ,5,30/10/2013
川河尊駒 ,A252,SOUTHERN LEGEND,Southern Legend,Not A Single Doubt,Donna's Appeal,PP,AUS,6,26/10/2012
歡樂神駒 ,B103,SOUTHERN SUPERSTAR,Craven,Dynasty,Sport's Chestnut,PP,SAF,5,06/10/2013
太空戰士 ,C339,SPACE,Nirvana In Fire,Showcasing,Shuswap,PP,NZ,3,12/08/2015
海豚星 ,C332,SPARKLING DOLPHIN,----,Exceed And Excel,Perfect Hostess,PPG,AUS,2,02/11/2016
飛霸龍 ,B033,SPARKLING DRAGON,----,O'Reilly,Shining Light,PPG,NZ,4,11/09/2014
閃電烈馬 ,C201,SPARKLING KNIGHT,----,Holy Roman Emperor,Connote,PPG,GB,3,13/03/2016
閃耀人生 ,C346,SPARKLING LIFE,----,Swiss Ace,Suppose,PPG,NZ,2,01/10/2016
紫電明珠 ,P256,SPARKLING SWORD,Sparkling Sword,Danzero,Supernal,PPG,AUS,8,22/11/2010
鎂之妙 ,C416,SPARKY STAR,----,O'Reilly,Lady Chaparral,ISG,NZ,3,28/09/2015
金匯昇 ,C010,SPECIAL STARS,----,Kuroshio,Love The Moment,PPG,AUS,3,18/08/2015
極速駿馬 ,B211,SPEED VISION,----,Helmet,Sunburnt,PPG,GB,4,29/04/2015
龍鳳情祥 ,B185,SPEEDY DRAGON,Number One Ceed,Exceed And Excel,Innovation Girl,PPG,AUS,4,15/10/2014
鑽得勁 ,A391,SPEEDY KING,Tooronga,Toorak Toff,County Tale,PPG,AUS,5,10/09/2013
鑽得旺 ,C144,SPEEDY LUCK,Icart Point,Poet's Voice,Maziona,PP,GB,4,10/03/2015
超級炮彈 ,C281,SPEEDY MISSILE,Upper Sky,Smart Missile,Skyerush,PPG,AUS,3,27/08/2015
千里駿駒 ,C253,SPEEDY OPTIMIST,----,Not A Single Doubt,Foxstar,PPG,AUS,3,13/09/2015
鑽得掂 ,C093,SPEEDY VIEW,Sol Invictus,Haradasun,Week Moment,PP,NZ,3,07/10/2015
事必獲利 ,T002,SPEEDY WALLY,Speedy Wally,Shinzig,Mota,PP,AUS,8,10/09/2010
辣得真 ,C021,SPICY REALLY,Toorak Power,Toorak Toff,Meet My Sis,PPG,AUS,3,29/09/2015
勁勇威龍 ,S078,SPINNING DANCER,Spinning Dancer,Commands,Annie Daly,PP,NZ,9,04/09/2009
勇勝神駒 ,B235,SPIRIT,Jadir,Soldier Of Fortune,Dica,PP,BRZ,4,15/08/2014
錶之精靈 ,C184,SPIRIT PATCH,----,Dundeel,Lunaspur,PPG,AUS,3,09/11/2015
跑出輝煌 ,C330,SPLENDID KING,----,Dissident,Maree Basse,PPG,AUS,2,28/10/2016
正時機 ,C161,SPLENDID TIMING,Buckhound,Sepoy,Secret Indulgence,PP,AUS,4,06/11/2014
神亮金剛 ,C029,SPLENDOUR AND GOLD,Maximum Plaid,Excelebration,Further,PPG,AUS,4,28/09/2014
銀亮之星 ,B027,SPLIT OF A SECOND,----,Helmet,Umoya,PPG,AUS,5,02/10/2013
五陵霸 ,A311,SPORTS MASTER,----,Magic Albert,Judicial Queen,ISG,AUS,5,19/08/2013
得益良多 ,C353,SPRINT FORWARD,----,Lope de Vega,Macarthur Park,PPG,AUS,3,31/08/2015
金鷹翱翔 ,C446,STANLEY PARK,Stanley Park,Duke Of Marmalade,Walk In The Park,PP,AUS,4,11/09/2014
星酒杯 ,B449,STAR BABY,----,O'Reilly,Glamouraad,ISG,NZ,4,20/10/2014
星叻 ,C257,STAR LUCK,----,Star Witness,Friskee,PPG,AUS,3,12/10/2015
連利之星 ,S093,STAR MAJESTIC,----,Sakhee's Secret,Dantessa,PPG,NZ,8,09/10/2010
開心歡星 ,A171,STAR OF JOY,Decorated Soldier,Snitzel,At Ease,PP,AUS,5,09/08/2013
分到笑 ,C078,STAR OF THEHARBOUR,Star Of Theharbour,Harbour Watch,Renascent,PP,AUS,3,10/10/2015
元朗之星 ,C303,STAR OF YUEN LONG,Ole Ole,Makfi,C'Mon Cuba,PP,NZ,3,19/09/2015
將耀 ,C429,STAR PERFORMANCE,Star Performance,Per Incanto,Star Guest,PP,NZ,3,09/10/2015
輝煌星 ,B163,STAR SHINE,Kalvena,Magic Albert,Kvarena,PP,AUS,5,15/08/2013
超然 ,V255,STAR SUPERIOR,Montana Star,Reward For Effort,Sister Livia,PP,AUS,6,09/10/2012
紅星 ,V273,STARLIGHT,Red Eye Flyer,Red Element,Bush Triumph,PPG,AUS,6,27/10/2012
悅目星光 ,A137,STARLIT KNIGHT,All Gee,Fath,Jeunes Knight,PP,AUS,6,08/11/2012
天皇巨星 ,V367,STARLOT,Pearl's Bro,Star Witness,Pearl Of The Sea,PPG,AUS,5,19/08/2013
友誼之星 ,V379,STARSHIP,Soldier Of War,Husson,Ourkohinoor,PP,AUS,6,11/11/2012
興惑 ,B351,STIMULATION,Akihiro,Deep Impact,Baahama,PP,JPN,5,21/02/2014
大風暴 ,B055,STORM SIGNAL,Mulder,Foxwedge,Isn't She Fabulous,PP,AUS,5,25/09/2013
暴風小子 ,B091,STORM SOLDIER,Castle Harbour,Kyllachy,Gypsy Carnival,PP,GB,6,14/02/2013
威紫荊 ,B325,STRAPPING BAUHINIA,----,Tavistock,Indian Song,PPG,NZ,3,15/09/2015
龍城勝將 ,B178,STRATHALLAN,----,Stratum,Base Paradise,PPG,AUS,3,13/09/2015
龍城銳將 ,C055,STRATHBARRA,November Man,Elusive Fort,Double Bluff,PPG,SAF,3,22/09/2015
龍城猛將 ,V225,STRATHCLYDE,----,Toorak Toff,Lady's Light,PPG,AUS,5,27/08/2013
鱷臨天下 ,B141,STRIKING MR C,----,Super Easy,Charming Elle,PPG,NZ,4,30/08/2014
紅衣震撼 ,C366,STUNNING IMPACT,Stunning Impact,Zoustar,Annlea,PPG,AUS,3,09/09/2015
薈力之城 ,B280,STYLING CITY,----,Starspangledbanner,Secret Liaison,PPG,AUS,3,24/08/2015
快樂實在 ,A152,SUCH A HAPPINESS,----,Savabeel,Kim Possible,PPG,NZ,5,06/11/2013
心中有您 ,B283,SUMSTREETSUMWHERE,Sumstreetsumwhere,Highly Recommended,Street Siren,PP,NZ,4,25/09/2014
新獵狐者 ,B389,SUN FOXHUNTER,Fox One,All Too Hard,Amarazetti,PPG,AUS,4,26/10/2014
生生發發 ,B467,SUN SUN FA FA,Going To War,Battle Paint,Gemima,PP,NZ,3,19/10/2015
按得澄 ,V266,SUN TOUCH,Invention World,Rip Van Winkle,Teardrop Island,PP,NZ,6,19/08/2012
耀目良駒 ,B465,SUNDANCER,----,Sebring,Midnight Martini,PPG,AUS,3,11/10/2015
新力寶 ,A379,SUNNY BOY,Eden Roc,Star Witness,Hilton Head,PP,AUS,4,30/08/2014
新威龍 ,V412,SUNNY DRAGON,Paceman,Duporth,Snaps,PP,AUS,6,30/08/2012
中華主將 ,B298,SUNNY MAJOR,----,Daiwa Major,Caldine,PPG,JPN,4,28/01/2015
日東昇 ,V302,SUNNY ORIENT,Net Wealth,Written Tycoon,Dellwood Diva,PP,AUS,6,28/11/2012
陽光 ,A371,SUNNY POWER,----,Tavistock,Bantry Bay,PPG,NZ,5,04/11/2013
新力必 ,C263,SUNNY SPEED,Crack On Crack On,Havana Gold,Almunia,PP,GB,4,15/03/2015
陽光大地 ,A130,SUNSHINE UNIVERSE,Pretty Vacant,Elzaam,Jillolini,PP,GB,5,31/03/2014
熱血鬥士 ,C360,SUNSHINE WARRIOR,----,Pierro,Keep The Peace,PPG,AUS,4,25/09/2014
勁哥兒 ,A134,SUPER CHIC,Saent,Strategic Prince,Eroica,PP,IRE,6,12/03/2013
超力神駒 ,C415,SUPER CONTENDER,----,Kodiac,Inyordreams,ISG,GB,3,25/02/2016
惜多福 ,A323,SUPER EIGHTEEN,----,Casamento,Three Times,ISG,IRE,5,01/04/2014
超班福星 ,C183,SUPER ELEGANCE,Contraband,Teofilo,Stole,PP,NZ,4,06/11/2014
歐洲巨星 ,V313,SUPER EURO STAR,----,Compton Place,Heliograph,ISG,GB,6,07/02/2013
勁好玩 ,A408,SUPER FUN,De Boss Man,Dandy Man,Dame Hester,PP,IRE,5,01/04/2014
超級英雄 ,B270,SUPER HERO,Shine Tak Star,High Chaparral,Heavenly Dreamer,PP,AUS,5,19/11/2013
醉多福 ,A372,SUPER HOPPY,Rodanos,Captain Sonador,Nepro,PP,AUS,5,15/10/2013
極速前進 ,V390,SUPER JUNIOR,Super Junior,Medaglia d'Oro,Princesa,PPG,AUS,5,20/08/2013
堅有料 ,C011,SUPER KIN,Extreme Sacrifice,Magic Albert,Arms Wide Open,PPG,AUS,4,26/09/2014
運才 ,A251,SUPER LUCKY,Mymancharles,Myboycharlie,Aloha Charm,PP,AUS,5,30/09/2013
真好漢 ,T213,SUPER MAN,Santoya Cat,Tale Of The Cat,Santoya,PP,AUS,8,24/08/2010
不可說 ,B081,SUPER MISSILE,----,Smart Missile,Hula Here,PPG,NZ,4,16/09/2014
盈多福 ,B375,SUPER MODEL,----,Harbour Watch,Maid For Winning,ISG,GB,4,31/03/2015
智醒神 ,C179,SUPER PEGASUS,----,Zoffany,Carlton Spirit,PPG,AUS,3,18/09/2015
威力名駒 ,C317,SUPER QILIN,Marx Brother,Alamosa,Chico,PP,NZ,4,18/11/2014
雄龍 ,C191,SUPER RED DRAGON,----,Starspangledbanner,Street Storm,PPG,AUS,3,24/09/2015
超新星 ,B380,SUPER STAR,----,Snitzel,Highland Daughter,ISG,AUS,4,13/09/2014
順勢寶 ,V310,SUPER TURBO,Snowy Scene,Royal Applause,Bright Snow,PP,IRE,6,23/03/2013
紅旺 ,C341,SUPER WINNER,----,Guillotine,Cinnadream,PPG,NZ,3,10/11/2015
良才 ,A100,SUPER WISE,Southerly Wind,Zoffany,Folichonne,PP,AUS,5,22/09/2013
奮鬥揚威 ,C354,SUPERB AGILITY,Clayton Square,Manhattan Rain,Zabelka,PPG,AUS,4,09/11/2014
好運多贏 ,B257,SUPERICH,----,Red Giant,Daly Charm,PPG,NZ,4,16/09/2014
好叻仔 ,V102,SUPERIOR BOY,----,Magic Albert,Free Spirited,PPG,AUS,6,11/11/2012
上捕先鋒 ,C300,SUPREME PATROL,Varallo,Var,Covenant,PP,SAF,4,09/09/2014
勁瀟灑 ,C252,SUPREME PLUS,----,Nicconi,Torrini,PPG,AUS,3,31/10/2015
至尊大師 ,A357,SUPREME WITNESS,Yakimenko,Stryker,Fine Stem,PPG,AUS,5,15/09/2013
和諧繁榮 ,B233,SURE SUPREME,----,Your Song,Hidden Spirit,PPG,AUS,4,01/10/2014
為您贏 ,B157,SUREWIN,----,Epaulette,Amoureux,PPG,IRE,4,13/04/2015
超趣 ,C285,SURREALISM,Maverick Officer,Exceed And Excel,Gradara,PP,GB,4,03/05/2015
麥芽糖 ,A231,SWEETIE BARLEY,Kruger Park,Requinto,Definite Opinion,PP,IRE,5,24/03/2014
威威歡星 ,A358,SWOT WINDICATOR,Heisenberg,Nadeem,Nikki's Bride,PP,NZ,5,28/09/2013
標準猴王 ,B244,TAKING AIM,Taking Aim,Choisir,Girl Hussler,PP,AUS,4,30/09/2014
極爽 ,C131,TAKINGUFURTHER,----,Exceed And Excel,Thirst,PPG,AUS,4,11/09/2014
金剛之星 ,A067,TANG FLEMING,Ian Fleming,Makfi,High Cross,PP,GB,6,29/04/2013
盛唐文心 ,C390,TANG TREASURE,Tang Treasure,Whittington,Ghoom,PPG,AUS,2,26/08/2016
好計 ,B432,TANGMERE,Tangmere,Frankel,Our Echezeaux,PP,NZ,4,09/09/2014
靈光八號 ,C154,TARGET FINDER,----,Footstepsinthesand,Divert,PPG,IRE,3,25/04/2016
扎西德勒 ,C084,TASHIDELEK,Almighty Crown,Street Cry,Sesenta,PP,AUS,4,31/10/2014
寶都 ,C072,TATTENHALL FORTUNE,----,Bated Breath,Greenmeadow,PPG,GB,4,07/03/2015
添好運 ,T306,TEAM FORTUNE,Clay,I Am Invincible,Lucky Beauty,PPG,AUS,7,20/09/2011
團結精神 ,B230,TEAM SPIRIT,Doctor Gillies,Strategic,Forget Ima Lady,PPG,AUS,4,26/09/2014
電訊兄弟 ,B243,TELECOM BROTHERS,Faeger,Choisir,Fairchild,PP,AUS,4,20/09/2014
電訊驫馬 ,C181,TELECOM PUMA,Hard Merchandize,Burgundy,Pride And Passion,PP,NZ,4,10/10/2014
電訊火箭 ,C137,TELECOM ROCKET,----,Tavistock,Far Far Away,PPG,NZ,4,15/08/2014
騰煌 ,S447,TEN FLAMES,----,O'Reilly,Queen To Be,PPG,NZ,8,20/10/2010
金得彩 ,B386,TENNESSEE BOSS,Tennessee Boss,So You Think,Tennessee Love,PP,AUS,5,29/08/2013
利之湖 ,B193,TEST THE STARS,Test The Stars,Testa Rossa,Bella Vedera,PPG,AUS,4,05/09/2014
常感恩 ,B312,THANKS FOREVER,----,Duporth,Cinecitta,PPG,AUS,3,19/10/2015
太陽戰馬 ,C212,THE ABRAXAS,Bel's Boy,Bon Hoffa,Beaten By The Bel,PP,AUS,4,07/09/2014
猴王駒 ,A336,THE CREATETH,Henry The Createth,Henrythenavigator,Creative Plan,PP,AUS,5,20/09/2013
盛勢 ,V243,THE FULL BLOOM,Grey Morning,Zebedee,Break Of Dawn,PP,GB,6,18/02/2013
七星拱照 ,B121,THE HAPPY BUNCH,Ceepeekaywhy,Lope de Vega,Fairly Feline,PPG,AUS,4,18/08/2014
星運明爵 ,C431,THE HULK,Spirits Aubeer,Spirit Of Boom,Friendly Glow,PP,AUS,3,28/08/2015
為善聚樂 ,A249,THE JOY OF GIVING,Youarewonder,Thewayyouare,Vera Mont,PP,IRE,5,10/04/2014
星運判官 ,A147,THE JUDGE,Ryan Jim,Align,Annalee,PP,NZ,6,22/10/2012
從頭越 ,B073,THE ONE,Huayra,Nicconi,Talulla,PP,AUS,5,31/08/2013
大運舞台 ,T256,THE SHOW,The Show,High Chaparral,The Quarewan,PP,NZ,8,17/09/2010
追日 ,C074,THE SUN ALSO RISES,The Sun Also Rises,Trippi,Hawker Hunter,PP,SAF,4,07/10/2014
怡德 ,T055,THE SYLPH,Tikitour,Dane Shadow,Gone Wild,PP,AUS,8,12/09/2010
東來神駒 ,C371,THEBEASTFORTHEEAST,Thebeastfortheeast,Holy Roman Emperor,Humble And Proud,PP,IRE,3,30/01/2016
創意天才 ,C391,THINKIN' BIG,Thinkin' Big,High Chaparral,Nothin' Leica Cat,PP,AUS,3,17/08/2015
非凡品味 ,B420,THIS IS CLASS,This Is Class,So You Think,Pride Of The Class,PPG,AUS,4,04/11/2014
南莊瑞寶 ,B428,THIS ONE'S FOR YOU,----,Lethal Force,Cool Catena,PPG,GB,4,27/03/2015
陽明滿滿 ,B047,THOU SHALL SING,----,Your Song,Shalt Not,PPG,NZ,4,14/10/2014
大歡笑 ,C213,THRILLED,Thrilled,Exceed And Excel,Pure Joy,PP,AUS,4,30/09/2014
雷公鑿 ,V279,THUNDER STOMP,Flying Achilles,Fastnet Rock,Queen Of Troy,PP,AUS,6,06/11/2012
逐雷追風 ,C068,THUNDERBUG,Buick,Written Tycoon,Fastfilly,PPG,AUS,3,22/10/2015
天池怪俠 ,B350,TIANCHI MONSTER,Formidable,Shocking,Princess Biscotte,PP,NZ,4,16/10/2014
玩斗財星 ,C243,TIGERLAD,----,Tiger Prawn,Je Suis,PPG,NZ,3,03/09/2015
百獸王 ,C118,TIGRE DU TERRE,Tigre du Terre,Le Havre,Allmia,PP,FR,4,26/01/2015
志趣相投 ,A367,TIME TO CELEBRATE,Time To Celebrate,Per Incanto,Silver Cent,PP,NZ,5,21/10/2013
馬克羅斯 ,A066,TIME WARP,Time Warp,Archipenko,Here To Eternity,PP,GB,6,28/01/2013
同得福 ,A339,TOP BEAUTIFUL,Chairman's Bar,Nicconi,Delarouze,PPG,AUS,5,25/09/2013
翹軍 ,B424,TOP MILITARY,Swiss Military,Swiss Ace,Encosta de Nacre,PP,NZ,5,13/09/2013
傳奇 ,V357,TOP SCORE,Top Score,High Chaparral,Sarasota,PP,AUS,6,03/08/2012
弛曜風 ,C028,TORNADO TWIST,Another Notch,Denman,More Glory,PPG,AUS,3,30/08/2015
教主 ,A063,TORNEY,----,Thorn Park,Driving Rein,PPG,NZ,6,14/11/2012
好運 ,B376,TOUCH OF LUCK,----,Hard Spun,Seamstress,ISG,AUS,4,24/08/2014
搶攻威威 ,B346,TOUCHDOWN STRIKER,Magic Trip,Turffontein,Acid Test,PPG,AUS,3,05/09/2015
旅遊拿督 ,V235,TRAVEL DATUK,Rockaway Valley,Holy Roman Emperor,Sharapova,PP,IRE,6,21/03/2013
旅遊皇者 ,A316,TRAVEL EMPEROR,----,Duporth,Baby Corn,ISG,AUS,5,16/09/2013
旅遊首席 ,T098,TRAVEL FIRST,Bilimbi,Duke Of Marmalade,Starship,PP,IRE,8,19/03/2011
旅遊智者 ,V121,TRAVEL SUCCESSOR,Argentero,Zoffany,Frabjous,PP,GB,6,15/02/2013
三生好運 ,C359,TRIPLE TRIPLE,----,Per Incanto,Waiana Gold,PPG,NZ,4,25/11/2014
贏歌 ,A334,TRIUMPHAL WIN,----,Paco Boy,Tora Bora,ISG,GB,5,12/02/2014
德勝門 ,C375,TRIUMPHANT ARCH,Moss Cheval,Mossman,Giulia Di Francia,PP,AUS,3,27/10/2015
凱旋駿驥 ,B430,TRIUMPHANT HORSE,Bugari,Captain Sonador,Just Hilda,PP,AUS,4,08/08/2014
凱旋星光 ,T224,TRIUMPHANT LIGHT,Be The Most,Alamosa,Bexley,PP,NZ,8,01/11/2010
城中霸 ,C101,TRIUMPHANT LORD,----,Jimmy Choux,Selenus,PPG,NZ,3,05/11/2015
好利運來 ,B232,TRUE GRIT,Riskitforthebiscut,Wanted,Sedoso,PPG,AUS,4,10/09/2014
二話不說 ,C134,TRUST ME,----,Guillotine,Cassie May,PPG,NZ,3,13/08/2015
多寶才子 ,C151,TURBO TALENT,Lethal Turbo,Lethal Force,Privet,PP,IRE,3,12/02/2016
都靈紅星 ,B092,TURIN REDSTAR,Munro,Kyllachy,Meddle,PP,GB,5,21/03/2014
豹子膽 ,C389,U W BROTHER,----,Wandjina,Pacific Belle,PPG,AUS,2,16/10/2016
豹子頭 ,B083,UGLY WARRIOR,----,Swiss Ace,Ugly Betty,PPG,NZ,4,19/09/2014
歡樂小子 ,S235,ULTIMATE GLORY,Ultimate Glory,Exceed And Excel,Grilse,PP,AUS,8,16/11/2010
志在四方 ,C140,UNCLE STEVE,Court Of Justice,Dabirsim,Great News,PP,FR,4,19/02/2015
估我唔到 ,C147,UNEXPECTED,----,Compton Place,Rosewood Belle,PPG,GB,3,02/03/2016
獨角寶寶 ,C203,UNICORNBABY,Mattymolls Gaga,Dragon Pulse,Clenaghcastle Lady,PP,IRE,4,12/05/2015
首飾大帝 ,V333,UNICRON JEWELLERY,----,Savabeel,Lucida,ISG,NZ,6,14/09/2012
鎮山寶 ,C141,UNIQUE TREASURE,Nearest Green,Exceed And Excel,Aria Di Festa,PP,GB,4,11/03/2015
陽明高高 ,B132,UNIVERSAL GO GO,----,Azamour,Love Blooms,PPG,NZ,4,13/09/2014
夢幻人生 ,C166,UTOPIA LIFE,Wicked Ways,Wicked Style,Camphor,PP,AUS,3,26/10/2015
機緣巧俠 ,C358,V CHEVALIERS,Oceans Eleven,Ocean Park,Screen Siren,PPG,NZ,4,29/11/2014
傳盛 ,B416,VALIANT DREAM,Valiant Dream,Magnus,Captivating Lady,PPG,AUS,3,17/10/2015
鯤鵬千里 ,C117,VANGE,Vange,Iffraaj,Fleur de Lis,PP,GB,3,19/04/2016
領先一步 ,C385,VERMILLION,----,Kuroshio,Folichonne,PPG,AUS,3,21/09/2015
愛心寶貝 ,A380,VERY LUCKY,Perpetual Crisis,Stryker,Leica Gossip,PP,AUS,5,21/07/2013
富萬家 ,V286,VERY RICH MAN,Presetter,Reset,Exelante,PPG,AUS,6,12/09/2012
好甜橙 ,A300,VERY SWEET ORANGE,----,Exceed And Excel,Dubai Me Diamonds,PPG,AUS,4,09/09/2014
勝利風範 ,C186,VICTORIAM,----,I Am Invincible,Quality Impulse,PPG,AUS,3,24/10/2015
得賞 ,B288,VICTORIOUS LEADER,----,Alamosa,Awesome,PPG,NZ,4,29/09/2014
活力得勝 ,C091,VICTORIOUS SEEKER,----,Sebring,Prostar,PPG,AUS,3,11/11/2015
勝利仔 ,S355,VICTORY BOYS,----,Mastercraftsman,La Bella Dama,PPG,NZ,7,12/11/2011
齊勝利 ,C342,VICTORY FOR ALL,----,Holy Roman Emperor,Izajazzar,PPG,AUS,2,06/09/2016
勝利在手 ,C103,VICTORY IN HAND,----,O'Reilly,Splitsecond,PPG,NZ,3,19/09/2015
勝利歡星 ,V358,VICTORY MACHINE,Rekindled Effort,Redoute's Choice,Rekindled Applause,PP,AUS,6,05/10/2012
勝利新星 ,B133,VICTORY MARCH,----,I Am Invincible,Calemore,PPG,AUS,4,03/11/2014
超能量 ,B294,VICTORY POWER,----,Power,Sugar Moon,PPG,NZ,4,22/11/2014
快暢的 ,C316,VICTORY SONG,----,Your Song,Royal Feeling,PPG,AUS,3,27/09/2015
永多華 ,C824,VIDDORA,----,I Am Invincible,Snow Flight,VIS,AUS,6,05/09/2012
活力名駒 ,B260,VIGOR FAME,Shoko Boy,Lord Of England,Shokogirl,PP,GER,5,23/02/2014
雄武精神 ,A303,VIGOROUS SPIRIT,Turf Trick,Turffontein,Strategic Impulse,PPG,AUS,5,29/10/2013
芙蓉莊 ,B339,VILLA FIONN,Poet's Corner,Sebring,Aeronwy,PP,AUS,4,14/09/2014
全才 ,B213,VINCY,Vincy,Elzaam,Instant Memories,PP,IRE,5,14/04/2014
明德之星 ,B395,VIRTUS STAR,Kitson,Sebring,Princess Natural,PPG,AUS,3,30/07/2015
陽明秋秋 ,A057,VITAL SPRING,----,Per Incanto,Vital Choice,PPG,NZ,6,26/10/2012
活力財星 ,C348,VITALITY FORTUNE,----,Tavistock,Tristraad,PPG,NZ,3,03/09/2015
怪獸都市 ,A190,VIVA COUNCIL,----,O'Reilly,Holiday In Goa,PPG,NZ,5,26/10/2013
和平路 ,B161,VOLPINO,Volpino,Foxwedge,Bright Heart,PP,AUS,5,14/08/2013
遨遊神駒 ,B168,VOYAGE KING,Pure Luck,Sidereus,Tatt's Lucky,PP,AUS,4,10/09/2014
遨遊之星 ,C098,VOYAGE STAR,----,Guillotine,Next Century,PPG,NZ,3,21/11/2015
遨遊戰士 ,C247,VOYAGE WARRIOR,----,Declaration Of War,Chaleur,PPG,AUS,3,23/08/2015
華美公主 ,B423,WAH MAY PRINCESS,----,Swiss Ace,Upgrading,PPG,NZ,3,19/11/2015
夏威夷 ,C150,WAIKUKU,Waikuku,Harbour Watch,London Plane,PP,IRE,4,20/03/2015
禾道駒 ,B253,WALDORF,Waldorf,Highly Recommended,Skite,PP,NZ,4,23/10/2014
大軍閥 ,C113,WAR LORD,----,Sweet Orange,Third Choice,PPG,NZ,3,17/10/2015
追風者 ,B414,WAR ROOM,War Room,War Chant,Impressing Matters,PP,AUS,4,05/10/2014
龍之星 ,B268,WARM THE VOICE,Warm The Voice,Vocalised,Heir Today,PP,IRE,4,30/03/2015
心興德仁 ,B009,WASABI WIN,Young Forever,I Am Invincible,Youthful Edition,PPG,AUS,5,31/08/2013
百勝龍 ,V356,WATER DIVINER,Water Diviner,Equiano,Check In Time,PP,AUS,6,25/08/2012
威風駿馬 ,B437,WAYFOONG CHARMER,Charmander,Dream Ahead,Salamander Bay,PPG,AUS,4,30/09/2014
威風霸皇 ,V055,WAYFOONG VINNIE,Vinhmeister,Elusive City,Shana Singa,PP,NZ,7,04/09/2011
富貴榮華 ,P324,WEALTHY FORTUNE,Requisition,Invincible Spirit,Saoire,PP,IRE,10,17/02/2009
仁者富足 ,C320,WECARE N PROSPER,Icon Of Dubai,High Chaparral,Al Anood,PP,AUS,4,27/08/2014
黃埔之星 ,B146,WHAMPOA STAR,Phoceen,Myboycharlie,Atlantic Slew,PP,FR,5,02/03/2014
贏多多 ,C004,WHAT A LEGEND,What A Legend,Duporth,What An Impact,PPG,AUS,4,20/09/2014
威水武士 ,B313,WHISKY KNIGHT,----,Medaglia d'Oro,Magic Nera,PPG,AUS,3,10/09/2015
做得好 ,A082,WHISTLE UP,----,No Excuse Needed,Kathy O'Reilly,PPG,NZ,5,18/11/2013
表表馬 ,C233,WHO'S HORSE,----,All Too Hard,Zuzela,PPG,NZ,3,27/11/2015
靚籐王 ,B425,WICKER,----,Ocean Park,Spiriting,PPG,NZ,3,29/10/2015
過河勁卒 ,C381,WILD WEST WING,----,Exceed And Excel,Thump,PPG,AUS,2,19/09/2016
任意駒 ,C047,WILLFUL,----,Garswood,Delta Diva,PPG,GB,3,02/05/2016
威利熱流 ,T281,WILLIE WAY,Willie Way,More Than Ready,Dizelle,PPG,AUS,7,11/10/2011
勝出光采 ,C826,WIN BRIGHT,----,Stay Gold,Summer Eternity,VIS,JPN,5,12/05/2014
長長友 ,B472,WIN WIN,----,Casino Prince,Contented,PPG,NZ,3,16/10/2015
馭風行 ,C433,WIND GLIDER,Factor Me In,The Factor,Letmebe,PP,AUS,3,10/11/2015
駟馬安車 ,C372,WIND WAKER,Carnage,Var,November Sky,PP,SAF,3,26/09/2015
衝關王 ,C378,WINNER APPROACH,Impact King,Dawn Approach,Oh So Discreet,PPG,AUS,3,19/09/2015
好好利高 ,C226,WINNER SUPREME,Winner Supreme,Rothesay,Little Big Horse,PPG,AUS,3,02/10/2015
好友祥勝 ,C220,WINNERS BROTHER,Lil' Dreamer,Darci Brahma,Just A Dream,PPG,NZ,3,19/10/2015
勝得威 ,A025,WINNER'S WAY,Day Of Rest,Starcraft,Sunday Service,PP,AUS,6,24/10/2012
易勝相吸 ,B275,WINNING CIRCLE,----,Duporth,True Grace,PPG,AUS,3,19/10/2015
贏馬神器 ,A075,WINNING CONTROLLER,----,Choisir,A Class Act,PPG,AUS,5,24/09/2013
喜勝勁駒 ,C325,WINNING DELIGHT,Subraise,Sebring,Raise,PP,AUS,3,21/08/2015
偉大勝利 ,C048,WINNING ENDEAVOUR,Glastonbury Song,Casamento,Nesmeh,PP,IRE,5,10/04/2014
威信 ,A253,WINNING FAITH,Biased Witness,Star Witness,My Central,PP,AUS,5,17/10/2013
勝感 ,C324,WINNING FEELING,Wrecking Crew,O'Reilly,Rabsha,PP,AUS,3,28/09/2015
知道必勝 ,C383,WINNING METHOD,Great Emperor,Holy Roman Emperor,Out Of Egypt,PPG,AUS,2,05/10/2016
紫雲星 ,A351,WINNING SUPREME,Winning Supreme,Alfred Nobel,Matilda Grace,PP,AUS,6,10/09/2012
齊齊發 ,B356,WINNING TOGETHER,----,Lord Shanakill,Brunch Bellini,PPG,IRE,4,01/03/2015
凱旋戰士 ,C185,WINNING WARRIOR,----,Ferlax,Gondola Girl,PPG,NZ,3,05/09/2015
奇妙日 ,B332,WINNING WAYS,Winning Ways,Lope de Vega,Sahara Sky,PP,IRE,5,25/03/2014
仍然贏 ,C388,WINS ALL,Uncontested,Testa Rossa,Fragrant Storm,PPG,AUS,3,24/09/2015
英明勇將 ,T348,WINSTON'S LAD,Winston's Lad,Churchill Downs,Caralowe,PP,AUS,7,05/10/2011
